classification,match_score,dalua_title,dalua_cost_ex_gst,dalua_cost_plus_gst,dalua_markdown_ex_gst,dalua_markdown_plus_gst,dalua_product_url,dalua_image_url,shopify_title,shopify_product_url,shopify_retail_price,exclude_reason,review_note,qualification,qualification_reason,proposed_variant_family,variant_group_size
missing,0.596,RAIL MOUNTING SYSTEM .90CM,146.41,161.05,122.01,134.21,https://daluawholesale.com.au/product/rail-mounting-system-90cm/,https://daluawholesale.com.au/wp-content/uploads/2021/09/rms-complete.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,rail mounting system,3
missing,0.596,RAIL MOUNTING SYSTEM .60CM,134.41,147.85,112.01,123.21,https://daluawholesale.com.au/product/rail-mounting-system-60cm/,https://daluawholesale.com.au/wp-content/uploads/2021/09/rms-complete.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,rail mounting system,3
missing,0.561,RAIL MOUNTING SYSTEM .45CM,120.01,132.01,100.01,110.01,https://daluawholesale.com.au/product/rail-mounting-system-45cm/,https://daluawholesale.com.au/wp-content/uploads/2021/09/rms-complete.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,rail mounting system,3
missing,0.478,2.75L CORAL ESSENTIALS LID AND DOSING LINE,5.70,6.27,4.22,4.64,https://daluawholesale.com.au/product/2-75l-coral-essentials-lid-and-dosing-line/,https://daluawholesale.com.au/wp-content/uploads/2021/08/lid.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials lid and dosing line,
missing,0.478,500ML CORAL ESSENTIALS LID AND DOSING LINE,5.24,5.76,3.88,4.27,https://daluawholesale.com.au/product/500ml-ce-dalua-lid-and-dosing-line/,https://daluawholesale.com.au/wp-content/uploads/2021/08/lid.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials lid and dosing line,
missing,0.514,VCA NOZZLE 1/2 INCH KIT ALL AQUARIUMS,51.94,57.13,41.55,45.71,https://daluawholesale.com.au/product/vca-extender-kit-1-2-inch-waterbox-aquaone/,https://daluawholesale.com.au/wp-content/uploads/2022/06/rfgfk050x1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca nozzle 1 kit all aquariums,1
missing,0.579,SALINITY PROBE KIT,28.88,31.77,23.65,26.02,https://daluawholesale.com.au/product/vca-nozzle-loc-line-1-2-inch-waterbox-aquaone-copy/,https://daluawholesale.com.au/wp-content/uploads/2021/07/ipiccy_image-2.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,salinity probe kit,1
missing,0.485,CORAL ESSENTIALS ADVANCED REEF ZEOLITE 2L,30.29,33.32,22.72,24.99,https://daluawholesale.com.au/product/coral-essentials-advanced-reef-zeolite-2l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/ipiccy_image-3.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials advanced reef zeolite,
missing,0.484,CORAL ESSENTIALS ADVANCED CARBON 2L,37.31,41.04,27.98,30.78,https://daluawholesale.com.au/product/coral-essentials-advanced-carbon-2l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/ipiccy_image-7.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials advanced carbon,
missing,0.471,CORAL ESSENTIALS MAGNESIUM UP POWDER 1.2KG,30.29,33.32,22.72,24.99,https://daluawholesale.com.au/product/coral-essentials-magnesium-up-powder-1-2kg/,https://daluawholesale.com.au/wp-content/uploads/2021/06/ipiccy_image-4.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials magnesium up powder,
missing,0.543,CORAL ESSENTIALS CALCIUM UP POWDER 3KG,43.83,48.21,32.87,36.16,https://daluawholesale.com.au/product/coral-essentials-calcium-up-powder-3kg/,https://daluawholesale.com.au/wp-content/uploads/2021/06/ipiccy_image-6.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials calcium up powder,
missing,0.522,CORAL ESSENTIALS CARBONATE UP POWDER 1.8KG,30.29,33.32,22.72,24.99,https://daluawholesale.com.au/product/coral-essentials-carbonate-up-powder-1-8kg/,https://daluawholesale.com.au/wp-content/uploads/2021/06/ipiccy_image-5.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials carbonate up powder,
missing,0.500,EKoral Dosing Pump,293.70,323.07,267.00,293.70,https://daluawholesale.com.au/product/ekoral-dosing-pump/,https://daluawholesale.com.au/wp-content/uploads/2021/06/download-1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,ekoral dosing pump,1
missing,0.525,"Great White Return Pump 12,000 lph",332.35,365.59,289.00,317.90,https://daluawholesale.com.au/product/great-white-return-pump-12000-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,great return pump 12 000 lph,1
missing,0.481,"Great White Return Pump  8,000 lph",274.85,302.34,239.00,262.90,https://daluawholesale.com.au/product/great-white-return-pump-8000-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,great return pump 8 000 lph,1
missing,0.481,"Great White Return Pump  6,000 lph",228.85,251.74,199.00,218.90,https://daluawholesale.com.au/product/great-white-return-pump-6000-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,great return pump 6 000 lph,1
missing,0.481,"Great White Return Pump  4,000 lph",194.35,213.79,169.00,185.90,https://daluawholesale.com.au/product/great-white-return-pump-4000-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,great return pump 4 000 lph,1
missing,0.481,"Great White Return Pump  3,000 lph",171.35,188.49,149.00,163.90,https://daluawholesale.com.au/product/great-white-return-pump-3000-lph/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gwpump1_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,great return pump 3 000 lph,1
missing,0.481,Hanging Kits for Rails,25.34,27.87,21.12,23.23,https://daluawholesale.com.au/product/hanging-kits-blaze/,https://daluawholesale.com.au/wp-content/uploads/2021/06/hanging_kit_free_with_every_unit_1024x1024_31eae406-3829-4e67-a89d-6144fc1f18a4_480x480.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,hanging kits for rails,1
missing,0.489,Dual Hanging Mounts,70.15,77.17,65.00,71.50,https://daluawholesale.com.au/product/dual-hanging-mounts/,https://daluawholesale.com.au/wp-content/uploads/2021/06/dual_web_600x-1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,dual hanging mounts,1
missing,0.500,Blaze Rimless Ghost Legs,62.50,68.75,54.56,60.02,https://daluawholesale.com.au/product/rimless-acrylic-ghost-legs-blaze/,https://daluawholesale.com.au/wp-content/uploads/2021/06/71014838_365816300968990_7987213245712695296_n_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,blaze rimless ghost legs,1
missing,0.542,POWER SUPPLY DUAL VITAMINI,102.35,112.59,89.00,97.90,https://daluawholesale.com.au/product/power-supply-dual-vitamini/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gst-1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,power supply dual vitamini,1
missing,0.489,ROTATABLE MOUNTS,47.96,52.76,39.97,43.97,https://daluawholesale.com.au/product/rotatable-mounts/,https://daluawholesale.com.au/wp-content/uploads/2021/06/VITAMINI-ROTATABLE-MOUNTS-6-600x600-1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,rotatable mounts,1
missing,0.500,VITAMINI  60 SUPER ACTINIC,186.00,204.60,155.00,170.50,https://daluawholesale.com.au/product/vitamini-60-super-actinic/,https://daluawholesale.com.au/wp-content/uploads/2021/06/相片-2019-7-11-上午9-49-29.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vitamini 60 super actinic,1
missing,0.500,VITAMINI  90 SUPER ACTINIC,236.40,260.04,197.00,216.70,https://daluawholesale.com.au/product/vitamini-90-super-actinic/,https://daluawholesale.com.au/wp-content/uploads/2021/06/相片-2019-7-11-上午9-49-29.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vitamini 90 super actinic,1
missing,0.489,VITAMINI 120 SUPER ACTINIC,316.80,348.48,264.00,290.40,https://daluawholesale.com.au/product/vitamini-120-super-actinic/,https://daluawholesale.com.au/wp-content/uploads/2021/06/相片-2019-7-11-上午9-49-29.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vitamini 120 super actinic,1
missing,0.489,VITAMINI 150 SUPER ACTINIC,428.97,471.87,389.00,427.90,https://daluawholesale.com.au/product/vitamini-150-super-actinic/,https://daluawholesale.com.au/wp-content/uploads/2021/06/相片-2019-7-11-上午9-49-29.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vitamini 150 super actinic,1
missing,0.489,VITAMINI 180 SUPER ACTINIC,478.64,526.50,452.00,497.20,https://daluawholesale.com.au/product/vitamini-180-super-actinic/,https://daluawholesale.com.au/wp-content/uploads/2021/06/相片-2019-7-11-上午9-49-29.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vitamini 180 super actinic,1
missing,0.444,VCA NOZZLE 1 INCH PVC FITTING,40.80,44.88,32.64,35.90,https://daluawholesale.com.au/product/vca-nozzle-1-inch-pvc-fitting/,https://daluawholesale.com.au/wp-content/uploads/2021/06/12-inch-rfg.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca nozzle pvc fitting,1
missing,0.514,VCA NOZZLE 3/4 INCH KIT ALL AQUARIUMS,56.93,62.62,45.54,50.09,https://daluawholesale.com.au/product/vca-nozzle-3-4-inch-redsea-cade/,https://daluawholesale.com.au/wp-content/uploads/2022/06/rfkfk075x1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca nozzle 3 kit all aquariums,1
missing,0.473,VCA DUAL NOZZLE 1/2 INCH KIT ALL AQUARIUMS,59.59,65.55,47.67,52.44,https://daluawholesale.com.au/product/vca-dual-nozzle-1-2-inch/,https://daluawholesale.com.au/wp-content/uploads/2022/06/rfgfk050x2.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca dual nozzle 1 kit all aquariums,1
missing,0.456,VCA DUAL NOZZLE 3/4 INCH KIT ALL AQUARIUMS,69.84,76.82,55.87,61.46,https://daluawholesale.com.au/product/vca-dual-nozzle-3-4-inch/,https://daluawholesale.com.au/wp-content/uploads/2022/06/rfgfk075x2.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,vca dual nozzle 3 kit all aquariums,1
missing,0.525,CORAL ESSENTIALS MAGNESIUM + TRACE 10L,109.33,120.26,82.00,90.20,https://daluawholesale.com.au/product/coral-essentials-magnesium-trace-10l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/mag10_2000x.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials magnesium trace,
missing,0.542,CORAL ESSENTIALS CALCIUM + TRACE 10L,109.33,120.26,82.00,90.20,https://daluawholesale.com.au/product/coral-essentials-calcium-trace-10l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/cal10_2000x.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials calcium trace,
missing,0.500,CORAL ESSENTIALS CARBONATE + TRACE 10L,109.33,120.26,82.00,90.20,https://daluawholesale.com.au/product/coral-essentials-carbonate-trace-10l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/carb10_2000x.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials carbonate trace,
missing,0.492,CORAL ESSENTIALS CARBONATE + TRACE 2.75L,43.76,48.14,32.82,36.10,https://daluawholesale.com.au/product/coral-essentials-calcium-trace-2-75l-copy/,https://daluawholesale.com.au/wp-content/uploads/2021/06/carb275_2000x.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials carbonate trace,
missing,0.540,CORAL ESSENTIALS CALCIUM + TRACE 2.75L,43.76,48.14,32.82,36.10,https://daluawholesale.com.au/product/coral-essentials-calcium-trace-2-75l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/cal275_2000x.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials calcium trace,
missing,0.508,CORAL ESSENTIALS MAGNESIUM + TRACE 2.75L,43.76,48.14,32.82,36.10,https://daluawholesale.com.au/product/coral-essentials-magnesium-trace-2-75l/,https://daluawholesale.com.au/wp-content/uploads/2021/06/mag275_2000x.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials magnesium trace,
missing,0.531,CORAL ESSENTIALS MAGNESIUM + TRACE 500ML,21.13,23.24,15.85,17.44,https://daluawholesale.com.au/product/coral-essentials-magnesium-trace-500ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/mag500_2000x.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials magnesium trace,
missing,0.603,CORAL ESSENTIALS CALCIUM + TRACE 500ML,21.13,23.24,15.85,17.44,https://daluawholesale.com.au/product/coral-essentials-calcium-trace-500ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/cal500_2000x.jpg,Seachem Cichlid Trace 500ml,https://nanotanksaustralia.com.au/products/seachem-cichlid-trace-500ml,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,coral essentials calcium trace,
missing,0.531,CORAL ESSENTIALS CARBONATE + TRACE 500ML,21.13,23.24,15.85,17.44,https://daluawholesale.com.au/product/coral-essentials-carbonate-trace-500ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/carb500_2000x.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials carbonate trace,
missing,0.526,CORAL ESSENTIALS PHOSPHATE 100ML,24.13,26.54,18.10,19.91,https://daluawholesale.com.au/product/coral-essentials-phosphate-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/coral-power-phosphate-100ml-bottle_orig.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials phosphate,
missing,0.582,CORAL ESSENTIALS NITRATE 100ML,24.13,26.54,18.10,19.91,https://daluawholesale.com.au/product/coral-essentials-nitrate-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/coral-power-nitrate-up-bottle-100ml_orig.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials nitrate,
missing,0.533,CORAL ESSENTIALS STRONTIUM 100ML,24.13,26.54,18.10,19.91,https://daluawholesale.com.au/product/coral-essentials-strontium-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/coral-power-strontium-bottle-100ml_orig.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials strontium,
missing,0.566,CORAL ESSENTIALS FW DIP 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-fw-dip-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials fw dip,
missing,0.536,CORAL ESSENTIALS BIO CLEAN 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-bio-clean-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials bio clean,
missing,0.529,CORAL ESSENTIALS POWER BACTERIA FOOD 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-power-bacteria-food-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials power bacteria food,
missing,0.603,CORAL ESSENTIALS POTASSIUM 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-potassium-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,Seachem Flourish Potassium 500ml,https://nanotanksaustralia.com.au/products/seachem-flourish-potassium-500ml,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,coral essentials potassium,
missing,0.549,CORAL ESSENTIALS FLUORIDE 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-fluoride-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials fluoride,
missing,0.582,CORAL ESSENTIALS REEF KI3 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-reef-k13-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials reef ki3,
missing,0.566,CORAL ESSENTIALS IODINE 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-trace-iodine-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials iodine,
missing,0.588,CORAL ESSENTIALS IRON 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-trace-iron-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials iron,
missing,0.556,CORAL ESSENTIALS BROMIDE 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-trace-bromide-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials bromide,
missing,0.538,CORAL ESSENTIALS BORON 50ML,22.33,24.56,16.75,18.43,https://daluawholesale.com.au/product/coral-essentials-trace-boron-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/291.jpg,,,,,,marine_review,marine/reef range — strategic review,coral essentials boron,
missing,0.566,CORAL ESSENTIALS AMINO 100ML,45.25,49.78,33.94,37.33,https://daluawholesale.com.au/product/coral-essentials-amino-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/amino_2000x.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials amino,
missing,0.577,CORAL ESSENTIALS AMINO 50ML,30.19,33.21,22.64,24.90,https://daluawholesale.com.au/product/coral-essentials-amino-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/amino_2000x.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials amino,
missing,0.560,CORAL ESSENTIALS GRO 50ML,30.19,33.21,22.64,24.90,https://daluawholesale.com.au/product/coral-essentials-gro-50ml-2/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gro_2000x.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials gro,
missing,0.549,CORAL ESSENTIALS GRO 100ML,45.25,49.78,33.94,37.33,https://daluawholesale.com.au/product/coral-essentials-gro-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/gro_2000x.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials gro,
missing,0.556,CORAL ESSENTIALS TRACE A 100ML,24.13,26.54,18.10,19.91,https://daluawholesale.com.au/product/coral-essentials-trace-a-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials trace a,
missing,0.556,CORAL ESSENTIALS TRACE B 100ML,24.13,26.54,18.10,19.91,https://daluawholesale.com.au/product/coral-essentials-trace-b-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials trace b,
missing,0.556,CORAL ESSENTIALS TRACE C 100ML,24.13,26.54,18.10,19.91,https://daluawholesale.com.au/product/coral-essentials-trace-c-100ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials trace c,
missing,0.566,CORAL ESSENTIALS TRACE C 50ML,16.89,18.58,12.67,13.94,https://daluawholesale.com.au/product/coral-essentials-trace-c-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials trace c,
missing,0.566,CORAL ESSENTIALS TRACE B 50ML,16.89,18.58,12.67,13.94,https://daluawholesale.com.au/product/coral-essentials-trace-b-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials trace b,
missing,0.566,CORAL ESSENTIALS TRACE A 50ML,16.89,18.58,12.67,13.94,https://daluawholesale.com.au/product/coral-essentials-trace-a-50ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/trace_c_2000x.png,,,,,,marine_review,marine/reef range — strategic review,coral essentials trace a,
missing,0.500,MRC X-5 Media Reactor,199.00,218.90,99.00,108.90,https://daluawholesale.com.au/product/mrc-x-5-media-reactor/,https://daluawholesale.com.au/wp-content/uploads/2021/06/x3.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,mrc x 5 media reactor,1
missing,0.486,MRC X-3 Media Reactor,145.00,159.50,79.00,86.90,https://daluawholesale.com.au/product/mrc-x-3-media-reactor/,https://daluawholesale.com.au/wp-content/uploads/2021/06/x3.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,mrc x 3 media reactor,1
missing,0.476,Pax Bellum Quick Disconnect N18,112.70,123.97,98.00,107.80,https://daluawholesale.com.au/product/quick-disconnect/,https://daluawholesale.com.au/wp-content/uploads/2021/06/qds.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pax bellum quick disconnect n18,1
missing,0.421,PAX BELLUM C36,2579.50,2837.45,2345.00,2579.50,https://daluawholesale.com.au/product/pax-bellum-c36/,https://daluawholesale.com.au/wp-content/uploads/2021/06/c30-2.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pax bellum c36,1
missing,0.421,PAX BELLUM C30,2116.40,2328.04,1924.00,2116.40,https://daluawholesale.com.au/product/pax-bellum-c30/,https://daluawholesale.com.au/wp-content/uploads/2021/06/c30-2.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pax bellum c30,1
missing,0.421,PAX BELLUM  N24,1206.70,1327.37,1097.00,1206.70,https://daluawholesale.com.au/product/pax-bellum-n24/,https://daluawholesale.com.au/wp-content/uploads/2021/06/c30-2.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,pax bellum n24,1
missing,0.439,20% off PAX BELLUM,1.00,1.10,0.80,0.88,https://daluawholesale.com.au/product/pax-bellum-n18/,https://daluawholesale.com.au/wp-content/uploads/2021/06/N18-1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,20 off pax bellum,1
missing,0.473,E-Marco Cement 2.2kg Bucket (GREY),19.86,21.85,16.55,18.21,https://daluawholesale.com.au/product/e-marco-cement-2-2kg-bucket/,https://daluawholesale.com.au/wp-content/uploads/2021/06/cem_600x.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,e marco cement bucket,2
missing,0.571,Marco Shelf Rock BOXED 18kg,308.77,339.65,262.46,288.71,https://daluawholesale.com.au/product/marco-shelf-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2021/06/211575-brs-exb-reefsaver-shelfrock-cv7-1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,marco shelf rock boxed,1
missing,0.517,Marco Foundation Rock BOXED 18kg,219.35,241.29,186.45,205.10,https://daluawholesale.com.au/product/marco-foundation-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2021/06/prime5-510x510-1.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,marco foundation rock boxed,1
missing,0.585,Marco Base Rock BOXED 18kg,159.35,175.29,135.45,149.00,https://daluawholesale.com.au/product/marco-base-rock-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2021/06/BASEROCK_800x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,marco base rock boxed,1
missing,0.595,REGEN KIT 250mL,14.98,16.48,11.98,13.18,https://daluawholesale.com.au/product/regen-kit-250ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/regen_web_400x.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,regen kit,1
missing,0.545,WATER SOFTENER FX 250mL,27.81,30.59,22.25,24.48,https://daluawholesale.com.au/product/water-softener-fx-250ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/soft_web_800x.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,water softener fx,2
missing,0.545,WATER SOFTENER FX 500mL,40.63,44.69,32.50,35.75,https://daluawholesale.com.au/product/water-softener-fx-500ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/soft_web_800x.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,water softener fx,2
missing,0.571,PHOSPHATE FX 500mL,55.56,61.12,44.45,48.90,https://daluawholesale.com.au/product/phosphate-fx-500ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/014cab41946365072e48c9fdf1eae0da0124fa12_grande.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,phosphate fx,1
missing,0.619,PHOSPHATE FX 250mL,36.05,39.66,28.84,31.72,https://daluawholesale.com.au/product/phosphate-fx-250ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/81AuI9wXShL._AC_SL1500_.jpg,Phosphate Sponge 45x25x2,https://nanotanksaustralia.com.au/products/phosphate-sponge-45x25x2,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,phosphate fx,
missing,0.541,ORGANIC FX 250mL,36.05,39.66,28.84,31.72,https://daluawholesale.com.au/product/organic-fx-250ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/Organic-Fx-Media-100-Organic-Regenerable-Resin-Blue-Life-USA-250-mL-99.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,organic fx,2
missing,0.541,ORGANIC FX 500mL,55.56,61.12,44.45,48.90,https://daluawholesale.com.au/product/organic-fx-500ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/1392.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,organic fx,2
missing,0.537,NITRATE FX 500mL,55.56,61.12,44.45,48.90,https://daluawholesale.com.au/product/nitrate-fx-500ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/1397.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,nitrate fx,2
missing,0.537,NITRATE FX 250mL,36.05,39.66,28.84,31.72,https://daluawholesale.com.au/product/nitrate-fx-250ml/,https://daluawholesale.com.au/wp-content/uploads/2021/06/Nitrate-Fx-Media-Advanced-Regenerable-Nitrate-Control-Blue-Life-USA-250-mL-99.jpg,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,nitrate fx,2
missing,0.565,RED PHOSPHATE COMBO RX,45.54,50.09,33.45,36.80,https://daluawholesale.com.au/product/cyano-phosphate-combo-rx/,https://daluawholesale.com.au/wp-content/uploads/2021/06/080e5d7c356521f8ffa60203b37ff77a2ff8a661_grande.jpg,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,phosphate combo rx,1
